"Species","Mobility","AFF.MO","AMBI","Fragilite","AFF.RO","Tube","Taille","GT","Position","worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species.y"
"Socarnes erythrophthalmus",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","148560","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Socarnes","Socarnes erythrophthalmus"
"Solecurtus scopula",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","141543","Animalia","Mollusca","Bivalvia","Cardiida","Solecurtidae","Solecurtus","Solecurtus scopula"
"Solen marginatus",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","141546","Animalia","Mollusca","Bivalvia","Adapedonta","Solenidae","Solen","Solen marginatus"
"Sphaerosyllis spp.",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","129677","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Sphaerosyllis",NA
"Sphenia binghami",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","140432","Animalia","Mollusca","Bivalvia","Myida","Myidae","Sphenia","Sphenia binghami"
"Spio spp.",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","129625","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spio",NA
"Spio spp.",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","129625","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spio",NA
"Spio spp.",NA,NA,NA,NA,NA,NA,NA,NA,"Endofaune","129625","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spio",NA
"Spiophanes",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","129626","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Spiophanes",NA
"Stylarioides moniliferus",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","336835","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Stylarioides","Stylarioides moniliferus"
"Stylochoplana maculata",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","142861","Animalia","Platyhelminthes",NA,"Polycladida","Stylochoplanidae","Stylochoplana","Stylochoplana maculata"
"Subadyte pellucida","Mobile","I","II","Tres fragile","Indifferent","0","P","Predateur","Interstice","130833","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Subadyte","Subadyte pellucida"
"Suberites ficus","Fixe","I","II","Peu fragile","Dur","0","MG","Suspensivore","Epifaune","134285","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae","Suberites","Suberites ficus"
"Suberitidae",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","131676","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae",NA,NA
"Sycon ciliatum","Fixe","I","I","Tres fragile","Dur","0","P","Suspensivore","Epifaune","132251","Animalia","Porifera","Calcarea","Leucosolenida","Syconidae","Sycon","Sycon ciliatum"
"Sycon ciliatum","Fixe",NA,"I",NA,"Dur",NA,NA,"Suspensivore","Epifaune","132251","Animalia","Porifera","Calcarea","Leucosolenida","Syconidae","Sycon","Sycon ciliatum"
"Syllidae spp.","Mobile","II","II","Tres fragile","Indifferent","0","P","Predateur","Epifaune","948","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae",NA,NA
"Syllides spp.","Mobile","II","II","Tres fragile","Indifferent","0","TP","Predateur","Interstice","129679","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllides",NA
"Syllides spp.","Peu mobile","II","II","Tres fragile","Meuble","0","TP","Predateur","Interstice","129679","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllides",NA
"Syllidia armata","Mobile","II","II","Tres fragile","Indifferent","0","TP","Predateur","Interstice","130198","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia","Syllidia armata"
"Syllidia armata",NA,NA,"II",NA,NA,NA,NA,NA,"Interstice","130198","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia","Syllidia armata"
"Syllis spp.","Mobile","II","II","Peu fragile","Dur","0","P","Predateur","Interstice","129680","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis",NA
"Syllis spp.",NA,NA,"II",NA,NA,NA,NA,NA,"Interstice","129680","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis",NA
"Syllis spp.","Mobile","II","II","Pas fragile","Dur","0","P","Predateur","Interstice","129680","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis",NA
"Syllis spp.","Peu mobile","II","II","Peu fragile","Indifferent","0","P","Predateur","Epifaune","129680","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis",NA
"Syllis fasciata",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","131429","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis fasciata"
"Syllis garciai","Mobile","II","II","Peu fragile","Indifferent","0","P","Predateur","Interstice","131431","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis garciai"
"Syllis gracilis","Mobile","II","III","Peu fragile","Dur","0","P","Predateur","Interstice","131435","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis gracilis"
"Syllis hyalina","Peu mobile","II","II","Peu fragile","Indifferent","0","P","Predateur","Interstice","131436","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis hyalina"
"Syllis krohnii","Mobile","II","II","Peu fragile","Dur","0","P","Predateur","Interstice","238648","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis krohnii"
"Syllis variegata","Mobile","II","II","Peu fragile","Dur","0","P","Predateur","Interstice","131458","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis variegata"
"Syllis vittata","Mobile","II","II","Pas fragile","Dur","0","P","Predateur","Epifaune","131459","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis vittata"
"Symphodus melops","Mobile",NA,NA,"Peu fragile","Dur","0","M","Predateur","Interstice","273571","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Symphodus","Symphodus melops"
"Synchelidium",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","101704","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Synchelidium",NA
"Synchelidium maculatum","Mobile","I","I","Peu fragile","Meuble","0","TP","Predateur","Epifaune","102928","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Synchelidium","Synchelidium maculatum"
"Tanaidacea spp.","Peu mobile","I",NA,"Peu fragile","Indifferent","0","PM","Detritivore","Epifaune","1133","Animalia","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA
"Tanaissus lilljeborgi",NA,NA,"III",NA,NA,NA,NA,NA,"Epifaune","136486","Animalia","Arthropoda","Malacostraca","Tanaidacea","Tanaissuidae","Tanaissus","Tanaissus lilljeborgi"
"Tectura virginea","Fixe","I","I","Tres fragile","Dur","0","TP","Brouteur","Epifaune","153552","Animalia","Mollusca","Gastropoda",NA,"Lottiidae","Tectura","Tectura virginea"
"Kurtiella bidentata","Fixe","I","II","Tres fragile","Meuble","0","TP","Commensalisme/Parasitisme","Endofaune","345281","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kurtiella","Kurtiella bidentata"
"Tellina",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","138533","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Tellina",NA
"Tellinidae spp.",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","235","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae",NA,NA
"Terebellidae spp.","Peu mobile","I","II","Tres fragile","Indifferent","1","P","Deposivore","Endofaune","982","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae",NA,NA
"Terebellides spp.","Peu mobile","I","I","Peu fragile","Meuble","1","P","Deposivore","Endofaune","129717","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Terebellides",NA
"Tergipedidae",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","194","Animalia","Mollusca","Gastropoda","Nudibranchia","Tergipedidae",NA,NA
"Nudibranchia spp.",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","1762","Animalia","Mollusca","Gastropoda","Nudibranchia",NA,NA,NA
"Tectura virginea","Fixe","I","I","Peu fragile","Dur","0","P","Deposivore","Epifaune","153552","Animalia","Mollusca","Gastropoda",NA,"Lottiidae","Tectura","Tectura virginea"
"Tethya citrina","Fixe","I","I","Tres fragile","Dur","0","PM","Suspensivore","Epifaune","134312","Animalia","Porifera","Demospongiae","Tethyida","Tethyidae","Tethya","Tethya citrina"
"Tethya citrina","Fixe","I","I","Tres fragile","Dur","0","PM","Suspensivore","Epifaune","134312","Animalia","Porifera","Demospongiae","Tethyida","Tethyidae","Tethya","Tethya citrina"
"Tetrastemma spp.","Peu mobile","I","III","Tres fragile","Indifferent","0","TP","Predateur","Interstice","122419","Animalia","Nemertea","Hoplonemertea","Monostilifera","Tetrastemmatidae","Tetrastemma",NA
"Thalassema","Fixe","I","I","Tres fragile","Indifferent","0","PM","Detritivore","Endofaune","110357","Animalia","Annelida","Polychaeta","Echiuroidea","Thalassematidae","Thalassema",NA
"Thalassema thalassema","Fixe","I","I","Tres fragile","Indifferent","0","PM","Deposivore","Endofaune","110375","Animalia","Annelida","Polychaeta","Echiuroidea","Thalassematidae","Thalassema","Thalassema thalassema"
"Cirratulidae spp.","Peu mobile","IV","IV","Tres fragile","Meuble","0","PM","Deposivore","Endofaune","919","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae",NA,NA
"Thelepus spp.",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","129714","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Thelepus",NA
"Thia scutellata","Mobile","I","II","Tres fragile","Meuble","0","P","Predateur","Endofaune","107281","Animalia","Arthropoda","Malacostraca","Decapoda","Thiidae","Thia","Thia scutellata"
"Thracia","Fixe","I","I","Tres fragile","Meuble","0","P","Deposivore","Endofaune","138549","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia",NA
"Thracia distorta",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","141647","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia distorta"
"Thracia phaseolina","Peu mobile","I","I","Tres fragile","Meuble","0","TP","Suspensivore","Endofaune","152378","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia phaseolina"
"Thracia pubescens",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","141650","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia pubescens"
"Thracia villosiuscula","Peu mobile","I","I","Tres fragile","Meuble","0","P","Suspensivore","Endofaune","141651","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia villosiuscula"
"Thyasira flexuosa","Mobile","I","III","Peu fragile","Meuble","0","P","Deposivore","Endofaune","141662","Animalia","Mollusca","Bivalvia","Lucinida","Thyasiridae","Thyasira","Thyasira flexuosa"
"Thyone","Fixe","I","I","Tres fragile","Indifferent","0","M","Suspensivore","Interstice","146116","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone",NA
"Thyone fusus","Fixe","I","I","Tres fragile","Dur","0","M","Deposivore","Interstice","124670","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone fusus"
"Thyone inermis","Peu mobile","I","I","Tres fragile","Meuble","0","M","Suspensivore","Interstice","124672","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone inermis"
"Thyone roscovita","Fixe","I","I","Tres fragile","Meuble","0","PM","Suspensivore","Interstice","124676","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Phyllophoridae","Thyone","Thyone roscovita"
"Timarete filigera","Peu mobile","IV","IV","Tres fragile","Meuble","0","P","Deposivore","Endofaune","129981","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Timarete","Timarete filigera"
"Timoclea ovata","Peu mobile","I","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","141929","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Timoclea","Timoclea ovata"
"Uristidae spp.",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","176808","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae",NA,NA
"Trichobranchus glacialis","Peu mobile","I","I","Peu fragile","Meuble","1","P","Deposivore","Endofaune","131574","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Trichobranchus","Trichobranchus glacialis"
"Tricolia pullus","Peu mobile","I","I","Pas fragile","Dur","0","TP","Herbivore","Epifaune","141700","Animalia","Mollusca","Gastropoda","Trochida","Phasianellidae","Tricolia","Tricolia pullus"
"Tritaeta gibbosa",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","102141","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Tritaeta","Tritaeta gibbosa"
"Tritia incrassata","Peu mobile","II","III","Pas fragile","Dur","0","P","Necrophage","Epifaune","876825","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia incrassata"
"Tritia reticulata","Peu mobile","II","I","Pas fragile","Indifferent","0","P","Necrophage","Epifaune","876821","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia reticulata"
"Tritia pygmaea","Peu mobile","II","II","Pas fragile","Meuble","0","TP","Necrophage","Epifaune","1391524","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia pygmaea"
"Trivia","Peu mobile","I","I","Pas fragile","Dur","0","P","Predateur","Epifaune","138582","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia",NA
"Trivia arctica","Peu mobile","I","I","Pas fragile","Dur","0","P","Predateur","Epifaune","141741","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia","Trivia arctica"
"Trivia monacha","Peu mobile","I","I","Pas fragile","Dur","0","P","Predateur","Epifaune","141744","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia","Trivia monacha"
"Trypanosyllis",NA,NA,"II",NA,NA,NA,NA,NA,"Interstice","129681","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis",NA
"Trypanosyllis zebra","Mobile","II","II","Tres fragile","Dur","0","P","Predateur","Interstice","131467","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis","Trypanosyllis zebra"
"Tryphosa nana","Mobile","I","II","Peu fragile","Meuble","0","TP","Necrophage","Epifaune","102748","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosa","Tryphosa nana"
"Tryphosella sp.","Mobile","I","I","Peu fragile","Meuble","0","TP","Necrophage","Epifaune","101661","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella",NA
"Tryphosella nanoides","Mobile","I","I","Peu fragile","Meuble","0","TP","Necrophage","Epifaune","102764","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella","Tryphosella nanoides"
"Tryphosella sarsi","Mobile","I","I","Peu fragile","Meuble","0","TP","Necrophage","Epifaune","102771","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella","Tryphosella sarsi"
"Tubificoides",NA,NA,"V",NA,NA,NA,NA,NA,"Endofaune","137393","Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubificoides",NA
"Tubificoides pseudogaster","Peu mobile","I","I","Tres fragile","Meuble","0","P","Deposivore","Endofaune","137582","Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubificoides","Tubificoides pseudogaster"
"Tubulanus",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","122388","Animalia","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Tubulanus",NA
"Tubulanus polymorphus","Mobile","II","I","Tres fragile","Meuble","0","G","Predateur","Endofaune","122637","Animalia","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Tubulanus","Tubulanus polymorphus"
"Tubulanus polymorphus","Peu mobile","II","II","Tres fragile","Meuble","0","PM","Predateur","Interstice","122637","Animalia","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Tubulanus","Tubulanus polymorphus"
"Tubulariidae","Fixe","I","I","Tres fragile","Dur","0","P","Predateur","Epifaune","1603","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae",NA,NA
"Tubuliporidae","Fixe","I",NA,"Peu fragile","Dur","0","TP","Suspensivore","Epifaune","110814","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Tubuliporidae",NA,NA
"Turbonilla spp.","Fixe","I","I","Peu fragile","Meuble","0","TP","Parasitique","Epifaune","138421","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Turbonilla",NA
"Turritellinella tricarinata","Peu mobile","I","I","Peu fragile","Meuble","0","P","Suspensivore","Interstice","1381415","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Turritellidae","Turritellinella","Turritellinella tricarinata"
"Upogebia","Mobile","I","I","Tres fragile","Meuble","0","M","Suspensivore","Endofaune","107079","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia",NA
"Upogebia deltaura","Mobile","I","I","Tres fragile","Meuble","0","M","Suspensivore","Interstice","107739","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia deltaura"
"Upogebia pusilla","Mobile","I","I","Tres fragile","Meuble","0","P","Suspensivore","Endofaune","107741","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia pusilla"
"Upogebia stellata",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","107742","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia stellata"
"Urothoe","Mobile","I","I","Peu fragile","Meuble","0","TP","Deposivore","Endofaune","101789","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe",NA
"Urothoe brevicornis","Mobile","I","I","Peu fragile","Meuble","0","TP","Deposivore","Endofaune","103226","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe brevicornis"
"Urothoe elegans","Mobile","I","I","Tres fragile","Meuble","0","TP","Deposivore","Endofaune","103228","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe elegans"
"Urothoe poseidonis","Mobile","I","I","Pas fragile","Meuble","0","TP","Deposivore","Endofaune","103235","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe poseidonis"
"Urothoe marina","Mobile","I","I","Peu fragile","Meuble","0","TP","Deposivore","Endofaune","103233","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe marina"
"Urothoe poseidonis",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","103235","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe poseidonis"
"Urothoe pulchella","Mobile","I","I","Pas fragile","Meuble","0","TP","Deposivore","Endofaune","103237","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe pulchella"
"Urticina eques","Fixe","I","I","Tres fragile","Indifferent","0","MG","Predateur","Epifaune","100833","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","Urticina eques"
"Urticina felina","Fixe","I","I","Peu fragile","Dur","0","M","Predateur","Epifaune","100834","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","Urticina felina"
"Varicorbula gibba","Peu mobile","III","IV","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","378492","Animalia","Mollusca","Bivalvia","Myida","Corbulidae","Varicorbula","Varicorbula gibba"
"Vaunthompsonia cristata","Mobile","I","II","Tres fragile","Meuble","0","TP","Deposivore","Endofaune","110467","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Vaunthompsonia","Vaunthompsonia cristata"
